cell_line,depmap_id,disease,time_hours,pathway,mapped_genes,mean_delta_log1p_cpm
RERFLCAD1_LUNG,ACH-000791,lung cancer,12,epithelial_mesenchymal_transition,196,-0.038466853754861016
RERFLCAD1_LUNG,ACH-000791,lung cancer,24,epithelial_mesenchymal_transition,196,-0.0730297548734412
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,epithelial_mesenchymal_transition,196,0.08463761560162719
SH10TC_STOMACH,ACH-000764,gastric cancer,3,epithelial_mesenchymal_transition,196,-0.027594675671081155
SH10TC_STOMACH,ACH-000764,gastric cancer,6,epithelial_mesenchymal_transition,196,-0.00797088717927738
SH10TC_STOMACH,ACH-000764,gastric cancer,12,epithelial_mesenchymal_transition,196,-0.021193645590422104
SH10TC_STOMACH,ACH-000764,gastric cancer,24,epithelial_mesenchymal_transition,196,0.0013380587405087997
SH10TC_STOMACH,ACH-000764,gastric cancer,48,epithelial_mesenchymal_transition,196,0.1333485197047798
SKMEL2_SKIN,ACH-001190,skin cancer,3,epithelial_mesenchymal_transition,196,-0.03327670982297586
SKMEL2_SKIN,ACH-001190,skin cancer,6,epithelial_mesenchymal_transition,196,-0.09664955415896007
SKMEL2_SKIN,ACH-001190,skin cancer,12,epithelial_mesenchymal_transition,196,0.015768342784472873
SKMEL2_SKIN,ACH-001190,skin cancer,24,epithelial_mesenchymal_transition,196,0.07201391610564017
SKMEL2_SKIN,ACH-001190,skin cancer,48,epithelial_mesenchymal_transition,196,0.10499126236049497
SKMEL3_SKIN,ACH-000423,skin cancer,3,epithelial_mesenchymal_transition,196,-0.07091329353196281
SKMEL3_SKIN,ACH-000423,skin cancer,6,epithelial_mesenchymal_transition,196,-0.08375142393063525
SKMEL3_SKIN,ACH-000423,skin cancer,12,epithelial_mesenchymal_transition,196,-0.08711170602817925
SKMEL3_SKIN,ACH-000423,skin cancer,24,epithelial_mesenchymal_transition,196,0.0008355512910959672
SKMEL3_SKIN,ACH-000423,skin cancer,48,epithelial_mesenchymal_transition,196,-0.11190315335988998
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,3,epithelial_mesenchymal_transition,196,-0.0831134769381309
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,6,epithelial_mesenchymal_transition,196,-0.05311192359243121
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,12,epithelial_mesenchymal_transition,196,-0.06472081858284619
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,epithelial_mesenchymal_transition,196,-0.031952052092065614
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,epithelial_mesenchymal_transition,196,0.01698634332540084
SQ1_LUNG,ACH-000553,lung cancer,3,epithelial_mesenchymal_transition,196,-0.03794702355350767
SQ1_LUNG,ACH-000553,lung cancer,6,epithelial_mesenchymal_transition,196,-0.049340469952748746
SQ1_LUNG,ACH-000553,lung cancer,12,epithelial_mesenchymal_transition,196,0.11731193853276116
SQ1_LUNG,ACH-000553,lung cancer,24,epithelial_mesenchymal_transition,196,0.10286381567011074
SQ1_LUNG,ACH-000553,lung cancer,48,epithelial_mesenchymal_transition,196,0.17471716628999126
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,3,epithelial_mesenchymal_transition,196,-0.08598197175531971
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,6,epithelial_mesenchymal_transition,196,-0.03571225520299406
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,12,epithelial_mesenchymal_transition,196,-0.0742148477203992
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,24,epithelial_mesenchymal_transition,196,0.05747747117159318
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,48,epithelial_mesenchymal_transition,196,0.011743647103406946
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,3,epithelial_mesenchymal_transition,196,-0.03789698788706137
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,6,epithelial_mesenchymal_transition,196,0.02360902985139769
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,12,epithelial_mesenchymal_transition,196,-0.01970197625306188
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,epithelial_mesenchymal_transition,196,-0.0127236615030133
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,epithelial_mesenchymal_transition,196,0.20787489855167818
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,3,immediate_early_response,8,-1.1384991556406021
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,6,immediate_early_response,8,-1.199795424938202
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,12,immediate_early_response,8,-1.884913057088852
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,24,immediate_early_response,8,-1.7298827916383743
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,48,immediate_early_response,8,-1.9071961790323257
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,3,immediate_early_response,8,-1.5937364101409912
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,6,immediate_early_response,8,-1.5969061702489853
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,12,immediate_early_response,8,-1.718789502978325
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,24,immediate_early_response,8,-2.0309890657663345
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,48,immediate_early_response,8,-1.8682966008782387
BT474_BREAST,ACH-000927,breast cancer,3,immediate_early_response,8,-1.2676224261522293
BT474_BREAST,ACH-000927,breast cancer,6,immediate_early_response,8,-1.130196176469326
BT474_BREAST,ACH-000927,breast cancer,12,immediate_early_response,8,-1.8969931527972221
BT474_BREAST,ACH-000927,breast cancer,24,immediate_early_response,8,-1.493853971362114
BT474_BREAST,ACH-000927,breast cancer,48,immediate_early_response,8,-1.6024195700883865
BT549_BREAST,ACH-000288,breast cancer,3,immediate_early_response,8,-1.7511009275913239
BT549_BREAST,ACH-000288,breast cancer,6,immediate_early_response,8,-1.5699817687273026
BT549_BREAST,ACH-000288,breast cancer,12,immediate_early_response,8,-1.9688505306839943
BT549_BREAST,ACH-000288,breast cancer,24,immediate_early_response,8,-1.7553614526987076
BT549_BREAST,ACH-000288,breast cancer,48,immediate_early_response,8,-1.4600588381290436
CAOV3_OVARY,ACH-000713,ovarian cancer,3,immediate_early_response,8,-1.8334731608629227
CAOV3_OVARY,ACH-000713,ovarian cancer,6,immediate_early_response,8,-1.305376023054123
CAOV3_OVARY,ACH-000713,ovarian cancer,12,immediate_early_response,8,-1.379855751991272
CAOV3_OVARY,ACH-000713,ovarian cancer,24,immediate_early_response,8,-1.850987747311592
CAOV3_OVARY,ACH-000713,ovarian cancer,48,immediate_early_response,8,-1.7056358009576797
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,3,immediate_early_response,8,-1.280951201915741
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,6,immediate_early_response,8,-1.3494589626789093
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,12,immediate_early_response,8,-1.8871973007917404
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,24,immediate_early_response,8,-1.2735530734062195
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,48,immediate_early_response,8,-1.2965892553329468
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,3,immediate_early_response,8,-1.435358688235283
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,6,immediate_early_response,8,-1.5276782661676407
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,12,immediate_early_response,8,-1.5825533866882324
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,24,immediate_early_response,8,-1.7261248081922531
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,48,immediate_early_response,8,-1.7991164699196815
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,3,immediate_early_response,8,-1.483578383922577
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,6,immediate_early_response,8,-1.6309933960437775
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,12,immediate_early_response,8,-1.6746721267700195
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,24,immediate_early_response,8,-1.240929365158081
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,immediate_early_response,8,-1.2997168153524399
IALM_LUNG,ACH-000672,lung cancer,3,immediate_early_response,8,-1.149455264210701
IALM_LUNG,ACH-000672,lung cancer,6,immediate_early_response,8,-1.9971814155578613
IALM_LUNG,ACH-000672,lung cancer,12,immediate_early_response,8,-1.5262781083583832
IALM_LUNG,ACH-000672,lung cancer,24,immediate_early_response,8,-1.7704326063394547
IALM_LUNG,ACH-000672,lung cancer,48,immediate_early_response,8,-1.9754476845264435
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,3,immediate_early_response,8,-0.2560715228319168
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,6,immediate_early_response,8,-0.24864111095666885
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,12,immediate_early_response,8,-0.11082378774881363
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,24,immediate_early_response,8,0.8179800063371658
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,48,immediate_early_response,8,-0.1487865224480629
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,3,immediate_early_response,8,-1.9155741333961487
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,6,immediate_early_response,8,-2.3394845873117447
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,12,immediate_early_response,8,-2.502406746149063
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,24,immediate_early_response,8,-1.514259584248066
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,immediate_early_response,8,-0.9968260675668716
NCIH226_LUNG,ACH-000367,lung cancer,3,immediate_early_response,8,-0.8891877084970474
NCIH226_LUNG,ACH-000367,lung cancer,6,immediate_early_response,8,-0.9584236964583397
NCIH226_LUNG,ACH-000367,lung cancer,12,immediate_early_response,8,-0.79427470266819
NCIH226_LUNG,ACH-000367,lung cancer,24,immediate_early_response,8,-0.952466756105423
NCIH226_LUNG,ACH-000367,lung cancer,48,immediate_early_response,8,-0.9207504093647003
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,3,immediate_early_response,8,-0.2735798917710781
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,6,immediate_early_response,8,-0.9415544793009758
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,12,immediate_early_response,8,-0.5478572510182858
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,24,immediate_early_response,8,-0.5199171975255013
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,48,immediate_early_response,8,-0.7519256956875324
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,3,immediate_early_response,8,-1.6405169516801834
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,6,immediate_early_response,8,-1.9436279237270355
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,12,immediate_early_response,8,-1.7927559465169907
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,24,immediate_early_response,8,-1.6212427914142609
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,immediate_early_response,8,-1.8995254635810852
RERFLCAD1_LUNG,ACH-000791,lung cancer,3,immediate_early_response,8,-2.578675627708435
RERFLCAD1_LUNG,ACH-000791,lung cancer,6,immediate_early_response,8,-2.5856721848249435
RERFLCAD1_LUNG,ACH-000791,lung cancer,12,immediate_early_response,8,-2.5009334683418274
RERFLCAD1_LUNG,ACH-000791,lung cancer,24,immediate_early_response,8,-2.727256700396538
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,immediate_early_response,8,-2.583350718021393
SH10TC_STOMACH,ACH-000764,gastric cancer,3,immediate_early_response,8,-1.3801661357283592
SH10TC_STOMACH,ACH-000764,gastric cancer,6,immediate_early_response,8,-1.4312359988689423
SH10TC_STOMACH,ACH-000764,gastric cancer,12,immediate_early_response,8,-1.5457402914762497
SH10TC_STOMACH,ACH-000764,gastric cancer,24,immediate_early_response,8,-1.9401677250862122
SH10TC_STOMACH,ACH-000764,gastric cancer,48,immediate_early_response,8,-2.1484138518571854
SKMEL2_SKIN,ACH-001190,skin cancer,3,immediate_early_response,8,-1.7036929279565811
SKMEL2_SKIN,ACH-001190,skin cancer,6,immediate_early_response,8,-2.1662886440753937
SKMEL2_SKIN,ACH-001190,skin cancer,12,immediate_early_response,8,-2.3279247730970383
SKMEL2_SKIN,ACH-001190,skin cancer,24,immediate_early_response,8,-2.7062894105911255
SKMEL2_SKIN,ACH-001190,skin cancer,48,immediate_early_response,8,-3.1611629128456116
SKMEL3_SKIN,ACH-000423,skin cancer,3,immediate_early_response,8,-1.329388715326786
SKMEL3_SKIN,ACH-000423,skin cancer,6,immediate_early_response,8,-1.033790871500969
SKMEL3_SKIN,ACH-000423,skin cancer,12,immediate_early_response,8,-1.3179545849561691
SKMEL3_SKIN,ACH-000423,skin cancer,24,immediate_early_response,8,-1.3923955708742142
SKMEL3_SKIN,ACH-000423,skin cancer,48,immediate_early_response,8,-1.4124630093574524
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,3,immediate_early_response,8,-1.7898259311914444
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,6,immediate_early_response,8,-1.8597388863563538
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,12,immediate_early_response,8,-1.7121818736195564
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,immediate_early_response,8,-1.7534867227077484
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,immediate_early_response,8,-1.6843447834253311
SQ1_LUNG,ACH-000553,lung cancer,3,immediate_early_response,8,-1.4005564898252487
SQ1_LUNG,ACH-000553,lung cancer,6,immediate_early_response,8,-1.6461673229932785
SQ1_LUNG,ACH-000553,lung cancer,12,immediate_early_response,8,-1.246968999505043
SQ1_LUNG,ACH-000553,lung cancer,24,immediate_early_response,8,-1.7639199495315552
SQ1_LUNG,ACH-000553,lung cancer,48,immediate_early_response,8,-1.7775933146476746
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,3,immediate_early_response,8,-1.4388035982847214
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,6,immediate_early_response,8,-1.2762362509965897
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,12,immediate_early_response,8,-1.6489422172307968
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,24,immediate_early_response,8,-1.581465557217598
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,48,immediate_early_response,8,-1.6502236723899841
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,3,immediate_early_response,8,-1.5611311346292496
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,6,immediate_early_response,8,-1.5716582685709
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,12,immediate_early_response,8,-1.5752964094281197
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,immediate_early_response,8,-1.6997992284595966
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,immediate_early_response,8,-1.727101743221283
