repeat,cell_line,split_half_rmse,full_target_noise_floor_approx,split_half_pcc,split_half_spearman
2,NCIH1573_LUNG,0.7042688156131391,0.35213440780656957,0.10782258650545075,0.11811342902064957
2,NCIH1581_LUNG,0.44871009197060424,0.22435504598530212,0.1799003732563266,0.20039026121663592
2,NCIH1650_LUNG,0.6511760070625723,0.32558800353128614,0.13145462903779062,0.15205041493050694
2,NCIH1693_LUNG,0.41276275858022954,0.20638137929011477,0.314449150445534,0.29950438262644186
2,NCIH1793_LUNG,0.6000980612846394,0.3000490306423197,0.11196594209254393,0.11370641798624898
2,NCIH1915_LUNG,0.5796077838760131,0.28980389193800654,0.289848183316151,0.27778581146546794
2,NCIH2126_LUNG,0.5051864323614217,0.25259321618071084,0.1571247373396114,0.15686665917862533
2,NCIH2347_LUNG,0.8554156499000461,0.4277078249500231,0.21585777443045726,0.20853619683101057
2,NCIH23_LUNG,0.4727810544416482,0.2363905272208241,0.24828179376850407,0.22623566396149158
2,NCIH2444_LUNG,0.5207244298971901,0.26036221494859507,0.3701187870443103,0.30703972219552034
2,NCIH322_LUNG,0.5887202991414093,0.29436014957070467,0.15779730717940882,0.15418956028108227
2,NCIH522_LUNG,0.6131747401720941,0.30658737008604703,0.08125131112671297,0.11312316466900632
2,NCIH838_LUNG,0.33262470291434476,0.16631235145717238,0.319999738030155,0.26899569862996703
2,NCIH841_LUNG,0.4216101722455448,0.2108050861227724,0.20853325370510323,0.2317739098630887
2,NUGC3_STOMACH,0.5597011761414052,0.2798505880707026,0.23579969015843125,0.23898181502334737
2,OAW42_OVARY,0.2818699048731265,0.14093495243656326,0.3992317092805121,0.33058028439198145
2,OSRC2_KIDNEY,0.5804906814994282,0.2902453407497141,0.13749361793735826,0.17743223473302275
2,PANC0403_PANCREAS,0.6635030698635959,0.33175153493179793,0.2584299252628003,0.24541344279151017
2,PATU8988S_PANCREAS,0.5511003341403058,0.2755501670701529,0.28775103615197667,0.25541668591582384
2,PC3_PROSTATE,0.46508901891533244,0.23254450945766622,0.08990054752292849,0.09332328832504282
2,QGP1_PANCREAS,0.8361909645273111,0.41809548226365556,0.22256338039790408,0.21538672503101486
2,RCC10RGB_KIDNEY,0.4853275694920074,0.2426637847460037,0.2688122655055518,0.24142482933400894
2,RH30_SOFT_TISSUE,0.4548566821781148,0.2274283410890574,0.13576178619857165,0.14364303093080072
2,SKMEL24_SKIN,0.6628432761551283,0.33142163807756414,0.2798519910255225,0.2698370925524564
2,SKUT1_SOFT_TISSUE,0.4856016668496759,0.24280083342483794,0.2085131708679191,0.2061188446306397
