cell_line,depmap_id,lineage,outer_fold,model,b2_fallback,b3_neighbor_cell_line,rmse_delta,nrmse_delta,pcc_delta,spearman_delta,signed_top50_overlap,pcc_context,rmse_gain_vs_b1,nrmse_gain_vs_b1,rmse_gain_vs_b4,nrmse_gain_vs_b4,rmse_gain_vs_cclr,outer_test_response_used_for_fit,report_order
SNU245_BILIARY_TRACT,ACH-000268,bile_duct,4,RANK_D20_R05,,,0.35408919736255196,0.9079987695453323,0.4007804977479903,0.3277220107563986,0.11000000000000001,0.01511867712338147,1.2273520082206613e-05,3.1473259324621417e-05,-0.0022358241200460816,,-0.0013055977905368499,False,8
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,RANK_D20_R05,,,0.2922413775405159,0.9504326041908308,0.33178903954812705,0.23169506814468588,0.13,0.15941584518259105,0.0021192553312943674,0.0068922798695341125,-5.2323474408089155e-05,,8.147265175223461e-05,False,8
SW480_LARGE_INTESTINE,ACH-000842,colorectal,3,RANK_D20_R05,,,0.43971846688468924,0.9396145447818401,0.3588730777191502,0.2638043550801926,0.19,0.055683438603489704,0.0003884284178268249,0.0008300151539744061,0.0002470699158495515,,0.00022978486000163612,False,8
SW48_LARGE_INTESTINE,ACH-000958,colorectal,2,RANK_D20_R05,,,0.42893121960558356,0.9543583092405563,0.28290703393325684,0.24546146844452815,0.08,-0.03374755519152749,-0.0011494789025298657,-0.002557553966192616,-0.0009427542628370755,,-0.0006571593071588722,False,8
SW579_THYROID,ACH-000163,thyroid,2,RANK_D20_R05,,,0.39480391886077737,0.9265593672589404,0.3756999037759812,0.2956294869832296,0.12,0.034450226342348,0.0002040047507834153,0.00047877567514820196,-0.0019050599024095782,,-0.0013824551088278958,False,8
SW900_LUNG,ACH-000669,lung,3,RANK_D20_R05,,,0.37666162004647913,0.8576061088823431,0.5182651307975541,0.3976499391081685,0.16999999999999998,0.21906252409145027,0.00514723140147455,0.011719529834738451,0.004473100305791844,,0.004352513245242551,False,8
TE11_OESOPHAGUS,ACH-000488,esophagus,4,RANK_D20_R05,,,0.29650396250232053,0.961902207016061,0.36482370787481816,0.2704812245640899,0.16,-0.01079607190058197,-0.007675741104452516,-0.024901226434027812,-0.002555583012592455,,-0.001537780910612352,False,8
TE6_OESOPHAGUS,ACH-000605,esophagus,0,RANK_D20_R05,,,0.3486931956118657,0.9333199804364705,0.3603199088743908,0.27873043379201135,0.2,0.018354705756536478,-0.0006233911039612572,-0.0016685825254847408,0.0005125997291935969,,-0.0006003274316668805,False,8
TEN_ENDOMETRIUM,ACH-000397,uterus,1,RANK_D20_R05,,,0.30324683255597973,0.9363586346068685,0.3581357751484942,0.2875834206762315,0.17,0.08173516455688724,0.0009867791247101798,0.003046954014603309,-0.00022690838605582409,,-7.68544451519304e-05,False,8
TUHR4TKB_KIDNEY,ACH-000495,kidney,1,RANK_D20_R05,,,0.3278025921667746,0.9337180138568917,0.36448910869196005,0.2951729093786235,0.13,0.06246728947927128,0.0007506247955613721,0.002138091369658035,-0.0017227346171965197,,-0.000894892388714208,False,8
UACC257_SKIN,ACH-000579,skin,0,RANK_D20_R05,,,0.3783542304928734,0.8531827539039898,0.5276599184689965,0.40766973274079576,0.11,0.16731361031928815,0.005509800350351757,0.012424511892600076,-0.004634966677197316,,-0.0035332282027257245,False,8
22RV1_PROSTATE,ACH-000956,prostate,1,RANK_D20_R10,,,0.41293197691651606,0.9621426781339458,0.26498884520457744,0.23693987669378427,0.05,0.08678140776170631,0.001646963738247409,0.0038374700688952323,0.00034891721261504083,,0.00021381223815392092,False,9
42MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000323,central_nervous_system,2,RANK_D20_R10,,,0.21252313790864882,0.8878277688179455,0.48744230638220526,0.36847080178404684,0.31,0.11000607444413445,0.0014631844163952856,0.006112537997325251,-0.00046675482759153675,,-0.00042288937213202926,False,9
769P_KIDNEY,ACH-000411,kidney,3,RANK_D20_R10,,,0.26095344295416834,0.8917989876834793,0.4582623932940167,0.3331702343525973,0.32999999999999996,0.03836218977235144,5.310460700425068e-05,0.0001814830807809198,-0.001019985699843462,,-0.00012550986595816216,False,9
786O_KIDNEY,ACH-000649,kidney,2,RANK_D20_R10,,,0.18839647971484014,0.8846573518748997,0.5203279629628891,0.38489082331015434,0.35,0.21195530859253917,0.00482900132431352,0.022675644100323855,-0.0005280954647876313,,-6.23371692126673e-07,False,9
8505C_THYROID,ACH-001307,thyroid,0,RANK_D20_R10,,,0.2857969570182157,0.850342641690435,0.5207375018018434,0.4214214457784733,0.24,0.10797904983075093,0.0016669224753042555,0.004959658339025119,-0.0009022518868881391,,-0.00015467734205082406,False,9
A2780_OVARY,ACH-000657,ovary,0,RANK_D20_R10,,,0.274605927973352,0.8641250315087137,0.5017859309519295,0.3992131401208937,0.16999999999999998,-0.007387979204765253,-0.0013893928572710768,-0.004372116637933132,-0.002108479054397483,,-0.00044726539216599637,False,9
A375_SKIN,ACH-000219,skin,1,RANK_D20_R10,,,0.38590018559983635,0.8139303851130828,0.6338895982540569,0.4883678297780156,0.2,0.20553750300615137,0.0062290651211274195,0.013138178114770693,-0.0027711618113379632,,-0.0017900294974147468,False,9
ACCMESO1_PLEURA,ACH-000086,mesothelioma,3,RANK_D20_R10,,,0.18942855368691944,0.8677257568310507,0.5241604134652543,0.38596283667213077,0.4,0.15145726947638755,0.00278771994786553,0.012769861536253035,0.00043747918774786343,,0.00042079677098297297,False,9
AGS_STOMACH,ACH-000880,gastric,0,RANK_D20_R10,,,0.28373170839667533,0.8787829669562865,0.472649779712048,0.3664432647609005,0.22,0.07228165335199287,0.00019765556064094136,0.0006121851554660163,-0.0004800381077946225,,-0.00017653648031862312,False,9
BEN_LUNG,ACH-000603,lung,0,RANK_D20_R10,,,0.2740449235539867,1.009007230825629,0.2780258347069811,0.2048081411360825,0.2,0.06464979136848695,-0.0033208765794492945,-0.012227150344143234,0.00158168913054052,,0.004160608195654891,False,9
CAL120_BREAST,ACH-000212,breast,1,RANK_D20_R10,,,0.22175524159241183,0.8919747904329252,0.4719393589367617,0.3692203309962625,0.26,0.07606319458007738,0.0006225234249634393,0.002504000345308399,-0.0019008404230133336,,0.0005789484454094551,False,9
CAL62_THYROID,ACH-000174,thyroid,3,RANK_D20_R10,,,0.23908306242646438,0.7772415337926442,0.6443515191725402,0.4980072945906784,0.27,0.15022209456551605,0.0022515035627353186,0.00731947326037885,0.0007306702545806232,,0.0014831490899186173,False,9
CAOV3_OVARY,ACH-000713,ovary,2,RANK_D20_R10,,,0.29640171046186137,0.9049772822247968,0.4353450595235712,0.3393861165875318,0.23,-0.011947487027904234,-0.0021260130118135323,-0.0064911686049569095,-0.0014470477547194882,,-0.0009556534707053643,False,9
CJM_SKIN,ACH-000458,skin,3,RANK_D20_R10,,,0.4347860105020075,0.8963389109783065,0.4301040701006765,0.34337114438462774,0.13,0.12182331142663883,0.0036324124712391326,0.007488448478218612,0.00023842094425929883,,0.00039607085079912396,False,9
COLO668_LUNG,ACH-000803,lung,1,RANK_D20_R10,,,0.42239471303113474,0.9741407013067157,0.2366672177193454,0.21402711218202153,0.1,0.06007056969971336,-0.001198088981726464,-0.0027630725595774175,-0.0019354024967006556,,-0.00023438977834072672,False,9
COLO680N_OESOPHAGUS,ACH-000717,esophagus,2,RANK_D20_R10,,,0.2754859927606117,0.8867042653453316,0.47740667625400796,0.35767133472770535,0.25,0.03991639069669601,-0.001071984003667814,-0.0034503851862268675,-0.0015912505045854175,,-0.0007000222563474101,False,9
COV434_OVARY,ACH-000123,ovary,1,RANK_D20_R10,,,0.3437497631584364,0.9709947714383493,0.25650522807625314,0.21672660525127482,0.08,0.1476912550125259,0.002919220657464028,0.008245963485263408,-0.0008928974327079287,,0.00028549888166379267,False,9
DMS273_LUNG,ACH-000749,lung,0,RANK_D20_R10,,,0.20939505706780462,0.9221290015638978,0.41145001801787456,0.3165932324031474,0.31000000000000005,0.25456384681869176,0.006527805476157861,0.028746995418251986,0.0010208647203922838,,-0.00021103432754712714,False,9
EFM192A_BREAST,ACH-000117,breast,4,RANK_D20_R10,,,0.37454410688048145,0.9485632744564387,0.3056951252419167,0.2562990658948663,0.12,0.08680243963283889,0.0015353028633408594,0.0038882788023619774,0.0023033672455998744,,0.0015907010386790321,False,9
G401_SOFT_TISSUE,ACH-000096,rhabdoid,2,RANK_D20_R10,,,0.2915282005072157,0.9144291765564375,0.39623122543316835,0.3563599115506981,0.11000000000000001,0.03819383374671096,-9.45723291165268e-05,-0.0002966426468814509,-0.0016038014341772655,,-0.000564342180062849,False,9
GCIY_STOMACH,ACH-000047,gastric,1,RANK_D20_R10,,,0.21017689569679004,0.8438408482784029,0.5376946723772735,0.42273090439192923,0.26,0.07978898159905601,0.0008404067989083996,0.0033741557735863514,-0.0011322326920443493,,-0.00036528385340864333,False,9
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,RANK_D20_R10,,,0.2624769585621128,0.9199176077724995,0.4092003573255552,0.33032796779945744,0.14,0.06465786919804532,-0.00038552231204558307,-0.0013511615075956218,0.0006013474366919902,,-0.0005335991392403927,False,9
HCC1143_BREAST,ACH-000374,breast,2,RANK_D20_R10,,,0.30087483074415444,0.9193084388217868,0.4201149773628974,0.3218042771704527,0.24,0.01266083379998665,-0.0003941133877867209,-0.0012041943234296637,0.0001562897879346381,,0.00040816325378456586,False,9
HCC1195_LUNG,ACH-000868,lung,0,RANK_D20_R10,,,0.34316019869578296,0.9000764362263117,0.442831746713191,0.3439602883650713,0.18000000000000002,0.043286988176173075,0.00031692526351645434,0.0008312647061637923,0.00046348415748243,,-9.622929078856313e-06,False,9
HCC1419_BREAST,ACH-000277,breast,3,RANK_D20_R10,,,0.4164641170088494,0.947630915463008,0.2954428638840659,0.24012030224635925,0.05,0.03453734359619988,-2.812541752911235e-05,-6.399714662652656e-05,-0.0003172659087066765,,-0.0005713740043805093,False,9
HEC1B_ENDOMETRIUM,ACH-000941,uterus,4,RANK_D20_R10,,,0.2614488988354363,0.9071312819080989,0.4345236259155777,0.33885447277319153,0.19,0.08164627084425523,0.0010657572088041967,0.003697784566435991,-0.0014841803441398294,,-0.0002224821447575076,False,9
HEP3B217_LIVER,ACH-000625,liver,3,RANK_D20_R10,,,0.49829087063032906,0.9627336035351013,0.25891919899915133,0.20734383818232335,0.09,0.022513510737072695,-0.0010828626594719393,-0.0020921681125087854,-0.001696623855443391,,-0.001704416128475883,False,9
HS766T_PANCREAS,ACH-000178,pancreas,2,RANK_D20_R10,,,0.565228211712269,0.9036906984716886,0.4345783748097409,0.3677560678847603,0.08,0.1598372510798001,0.005235953536030347,0.008371278025572582,0.003360960719677286,,0.0034249392031650006,False,9
HS852T_SKIN,ACH-000274,skin,4,RANK_D20_R10,,,0.5622368443956717,0.9401133954155645,0.31929421199264957,0.2740472406656991,0.06,0.0886332805865936,0.0028227782079540686,0.004719953222626638,-0.0009156006326996868,,-0.001283854820860797,False,9
HUCCT1_BILIARY_TRACT,ACH-000976,bile_duct,3,RANK_D20_R10,,,0.354941433664718,0.8225454759813241,0.5874482455014807,0.4382222712879686,0.27,0.26979304947733657,0.008801348637905826,0.02039634941995072,0.0037305007377105293,,0.0037844814687603145,False,9
IGR1_SKIN,ACH-000882,skin,2,RANK_D20_R10,,,0.2934651352420743,0.8584206873978236,0.5115921910591006,0.3979246901619002,0.19,0.16752237046919896,0.002654777105812023,0.007765541164470258,-0.002728560322017015,,-0.0023383985195102874,False,9
IGROV1_OVARY,ACH-000966,ovary,4,RANK_D20_R10,,,0.21506869065072168,0.8739037456127677,0.49685881668710913,0.38701704325008696,0.2,0.09452345802301641,0.0010016464775245149,0.004070060620353644,-0.00163504056222738,,-0.0003652589574587861,False,9
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,RANK_D20_R10,,,0.31006635563506435,0.891071824146038,0.4503245778392075,0.3778911457752823,0.16,0.06091616636656465,0.0005594884931951483,0.0016078636819496506,0.00013657384212745205,,0.0010701658228876587,False,9
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,RANK_D20_R10,,,0.21832052612668795,0.8911817699254472,0.4680800054822207,0.35905941884765635,0.25,0.026944373394630964,-0.0006491011724944484,-0.0026496232032191536,-0.001315545992951861,,0.0016715172911817566,False,9
JHH5_LIVER,ACH-000734,liver,4,RANK_D20_R10,,,0.37010512483619595,0.8918729364672845,0.4312321784106873,0.33932493431154287,0.16999999999999998,0.03620340799543805,-0.0038868601516875434,-0.009366488450159971,-0.004232176026709444,,0.0004261849427555364,False,9
KNS42_CENTRAL_NERVOUS_SYSTEM,ACH-000622,central_nervous_system,3,RANK_D20_R10,,,0.2877049642845053,0.9583853552514509,0.32900627506390223,0.26986545843620335,0.12,0.11078781507992803,0.001568192567745097,0.00522386812086717,0.00039589266433726067,,0.00018350591702320784,False,9
KNS60_CENTRAL_NERVOUS_SYSTEM,ACH-000445,central_nervous_system,4,RANK_D20_R10,,,0.2788231425328454,0.9347091176405938,0.3846569480228636,0.29347111026047634,0.22999999999999998,0.11354031906726592,0.002205389449182027,0.007393208495438897,0.0006140882267243741,,-0.00024997925842140667,False,9
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,RANK_D20_R10,,,0.34320386029524313,0.8926772666106375,0.4494323295923841,0.36003101018344,0.18,0.0925342468840362,0.0015059084782386711,0.003916885617089139,-0.00010654790297626171,,-0.0005006165891292547,False,9
KYSE270_OESOPHAGUS,ACH-000873,esophagus,3,RANK_D20_R10,,,0.25445444464204925,0.8831546868574439,0.4775662652316114,0.3746069679166855,0.22999999999999998,0.0006182894972962835,-0.002523800304392587,-0.008759548573231024,-0.0015634588133208727,,-0.00202450355873085,False,9
LI7_LIVER,ACH-000471,liver,1,RANK_D20_R10,,,0.4274184266872001,0.9692622957430088,0.26023151482961226,0.20929902543583528,0.11,0.013950555154864982,-0.001581843400200622,-0.0035871667430623644,-4.1579954200510194e-05,,-0.0002791078672593761,False,9
LK2_LUNG,ACH-000769,lung,3,RANK_D20_R10,,,0.3080959986147642,0.9650545133452233,0.2845238406069928,0.23246759001997475,0.15,0.10096067052164685,0.0014458647780656864,0.004528907665249715,0.0003814890555363659,,0.00045306356912527823,False,9
LMSU_STOMACH,ACH-000255,gastric,3,RANK_D20_R10,,,0.2403811985918797,0.8487278768545559,0.5221319282989431,0.40891556804824913,0.26,0.14722006977518506,0.002665778243189476,0.009412218267322192,-0.000955816096636003,,-0.000662765404407295,False,9
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,RANK_D20_R10,,,0.3132544804952526,0.8670812090627613,0.48792383302640735,0.3776907868795031,0.2,0.08491829131128095,0.0006872619061324414,0.0019023251752695591,-0.0008603086654528358,,-0.0009769674099059378,False,9
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate,4,RANK_D20_R10,,,0.2657490324576416,0.9872090401735697,0.2914107829150208,0.24301721500530626,0.16,0.1622557663797833,0.003319822302724096,0.01233253253534028,-0.00019573350599538797,,0.0020589713421804157,False,9
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,RANK_D20_R10,,,0.29393657443338994,0.8463945254233033,0.5327637968080585,0.4057096226832059,0.22,0.11463153406262998,0.0019205991408044465,0.005530392403337969,-0.0038493400451299342,,-0.002033818721808245,False,9
LUDLU1_LUNG,ACH-000390,lung,2,RANK_D20_R10,,,0.3216683338939478,0.9323913942994506,0.3724349769421957,0.2852261008825921,0.19,0.047749601850979664,-0.0004025073358791542,-0.0011667122205440972,-0.00011749794939308611,,0.0001734390910986261,False,9
MALME3M_SKIN,ACH-000477,skin,0,RANK_D20_R10,,,0.602496739007095,0.9273722626516573,0.360920127055015,0.2743187124337061,0.09000000000000001,0.1243501288261191,0.0052253984090111505,0.008043013732832782,-0.0025289853827494824,,-0.003538315399894021,False,9
MDAMB435S_SKIN,ACH-000884,skin,1,RANK_D20_R10,,,0.27247391533386467,0.8853058099012553,0.48275588165797517,0.3716933218638307,0.19,0.04688938336365377,-0.002315966119473545,-0.0075248974148299785,-0.0007788312413958831,,-0.0009001228448818899,False,9
MDAMB468_BREAST,ACH-000849,breast,0,RANK_D20_R10,,,0.26044666048258214,0.9011678707711939,0.45693646175215125,0.3228725205901553,0.29,0.06934043398133025,0.000786308861125129,0.00272069636383776,0.0005925195031362684,,-0.00014439453042935924,False,9
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,RANK_D20_R10,,,0.26308462965723994,0.7957766954050776,0.6275124403539715,0.4761354387749739,0.26,0.03601270923702432,-0.00039408144884328644,-0.0011920150313969868,-0.0015115676825324664,,0.0009249455032375731,False,9
MSTO211H_PLEURA,ACH-000335,mesothelioma,2,RANK_D20_R10,,,0.23712467864343992,0.808458899455355,0.5785987239859324,0.4428220500794183,0.25,0.04604812333213425,-0.0006417315831584447,-0.0021879359518126584,-0.0009806886754639144,,0.00035251531379057455,False,9
NCIH1048_LUNG,ACH-000866,lung,4,RANK_D20_R10,,,0.4069022388521295,0.9568967759256682,0.280449636145256,0.23976974545834,0.08,0.11940912529596871,0.002321983132005545,0.005460520883438402,0.0018176437691470038,,0.00022507211139777272,False,9
NCIH1299_LUNG,ACH-000510,lung,3,RANK_D20_R10,,,0.1777064909670397,0.8004261149442785,0.600893631925452,0.4565967263263097,0.4,0.15063032290106376,0.0026185026604651496,0.011794267615560128,-0.0003780179128921035,,-0.00016728668509100042,False,9
NCIH1355_LUNG,ACH-000666,lung,1,RANK_D20_R10,,,0.33284906104474604,0.881300291686845,0.4559711206486022,0.36492306636816885,0.12,-0.009033323502681736,-0.0015504989919370993,-0.004105329934130819,-0.00099651797503586,,0.0002383345593899855,False,9
NCIH1573_LUNG,ACH-000916,lung,4,RANK_D20_R10,,,0.37309079889750596,0.9344645340188599,0.34714578006045543,0.2856715130076329,0.13,0.036985962182566265,-6.049508816124982e-05,-0.0001515194546102272,-0.0009188012408094526,,-0.0005905713694637771,False,9
NCIH1581_LUNG,ACH-000015,lung,2,RANK_D20_R10,,,0.24574344587650143,0.8980185640822919,0.43397129479905966,0.36102076539201433,0.19,0.12122809003260991,0.0018193962556298238,0.006648607075358082,-0.0009643318887468388,,-0.00044592392017614446,False,9
NCIH1650_LUNG,ACH-000035,lung,4,RANK_D20_R10,,,0.3503682889278374,0.9330265083925027,0.3570592235246306,0.29677709629578297,0.16999999999999998,0.05239103086832846,0.0003737195063562848,0.0009952105174838577,0.0007002796180070048,,-1.0359554035110907e-05,False,9
NCIH1693_LUNG,ACH-000021,lung,3,RANK_D20_R10,,,0.24305196693618944,0.8366586981685599,0.5384122090777753,0.4352099703552183,0.32,0.021773155280254523,-0.0012760214198840047,-0.004392453323678103,0.0002629679894105563,,0.00041507178801036826,False,9
NCIH1793_LUNG,ACH-000888,lung,2,RANK_D20_R10,,,0.31974711445093695,0.9398866040376178,0.35364883709950606,0.28303983516580344,0.15000000000000002,0.05861269094781467,0.0004650861319085431,0.001367106082740266,-0.0002227266511907744,,-6.854467466194114e-05,False,9
NCIH1915_LUNG,ACH-000434,lung,2,RANK_D20_R10,,,0.34164885779233545,0.8693891699668271,0.4931106654285095,0.40088471165325185,0.19,0.10717300071977855,0.001934041996733804,0.004921530184782363,-0.0001556517068069252,,0.0004069139056257498,False,9
NCIH2126_LUNG,ACH-000785,lung,1,RANK_D20_R10,,,0.2852185094606113,0.9539091167290793,0.3402099273986033,0.25869591046563867,0.23,0.10968279983500834,0.001320526328148608,0.004416480913822629,0.003265467081466744,,0.0010595674435335267,False,9
NCIH2347_LUNG,ACH-000875,lung,0,RANK_D20_R10,,,0.4853640668187056,0.9131114076703506,0.4114820836392618,0.31705518784192344,0.1,0.14934643815910748,0.003054924900881495,0.005747204968951758,0.0009672898721750922,,-0.0004630571902720093,False,9
NCIH23_LUNG,ACH-000900,lung,0,RANK_D20_R10,,,0.2745276967051906,0.8940786715926096,0.44863906608756,0.3413101863358665,0.26,0.12861355963667612,0.00226464291764894,0.007375463225546719,-0.0005971543836902349,,-4.083097231100119e-05,False,9
NCIH2444_LUNG,ACH-000186,lung,2,RANK_D20_R10,,,0.3291215096785671,0.853755968561472,0.5344196104620742,0.40797372564272716,0.26,0.18884372904728017,0.003972052951262073,0.010303683639194983,-0.0012216727699542185,,-0.0014441288449702494,False,9
NCIH322_LUNG,ACH-000837,lung,4,RANK_D20_R10,,,0.3195008388250909,0.9126331277576696,0.4028970484962688,0.3268371747471713,0.19,0.03646278326975023,-7.60885824638291e-05,-0.0002173420303244189,-0.000733761063261007,,-0.00040334291390559107,False,9
NCIH522_LUNG,ACH-000343,lung,1,RANK_D20_R10,,,0.3250110729483506,0.9641927805376632,0.2794546494284251,0.2417280785827722,0.13,0.2164142653791718,0.00455774551710858,0.01352121724118105,-0.0007501268517228765,,0.00016992315964819982,False,9
NCIH838_LUNG,ACH-000416,lung,4,RANK_D20_R10,,,0.2099987831197615,0.8984434537323897,0.4691832031941566,0.3663599284566478,0.26,0.20071776718391776,0.004046200035768666,0.0173109666666732,0.0041977724362581015,,0.0005461620837400871,False,9
NCIH841_LUNG,ACH-000292,lung,1,RANK_D20_R10,,,0.23755152869597101,0.8978814959990571,0.44110896608355016,0.35925023832499975,0.25,0.19592099647743563,0.003981979438055672,0.015050821497574196,-0.0011026109653346217,,-0.00014096158511411883,False,9
NUGC3_STOMACH,ACH-000911,gastric,4,RANK_D20_R10,,,0.313064727858832,0.8749765866553512,0.4818752789148045,0.3883609723797001,0.18,0.08196281665063035,0.0010345511518952133,0.0028914405075164407,-0.0008380061465902977,,-0.0004528387847456128,False,9
OAW42_OVARY,ACH-000704,ovary,3,RANK_D20_R10,,,0.1780441244165291,0.8160735741045454,0.5737659850270976,0.42873902731138075,0.37,0.08611442200574111,0.0005724834851340566,0.002624004837903038,-0.0015049376180459872,,-0.0004678492874975737,False,9
OSRC2_KIDNEY,ACH-000159,kidney,4,RANK_D20_R10,,,0.30694947208006335,0.9142849418896661,0.406316968753028,0.34544875703348643,0.13,0.03762612790339486,1.3847771041575196e-05,4.1247207419048415e-05,0.000243784310147932,,0.0003329109183410339,False,9
PANC0403_PANCREAS,ACH-000235,pancreas,1,RANK_D20_R10,,,0.3754725905243413,0.863175729138457,0.4968864149083963,0.3853467647952433,0.21000000000000002,0.19470682286560662,0.006958180416870796,0.01599619414674691,0.00020709076107872093,,-0.0008264780963092022,False,9
PATU8988S_PANCREAS,ACH-000022,pancreas,3,RANK_D20_R10,,,0.33513620235537234,0.9023248965497334,0.4509082213472013,0.3411398053728803,0.24000000000000002,0.07846284395337064,-0.0004882954433164111,-0.0013146927496331395,-0.0037872284566471404,,-0.0028906095282344446,False,9
PC3_PROSTATE,ACH-000090,prostate,2,RANK_D20_R10,,,0.2744039983715277,1.0630436806806267,0.2052312902939339,0.17013418458013227,0.09,-0.1981394313722021,-0.004496742788204389,-0.01742042402084354,-0.002705737952529763,,-0.0030236846980379872,False,9
QGP1_PANCREAS,ACH-000347,pancreas,4,RANK_D20_R10,,,0.4940761975601125,0.9329873791507964,0.3330435655853463,0.2829559048293239,0.06999999999999999,0.02229502923118418,-0.0009920346510188804,-0.001873305805160208,0.002061007546971194,,0.000672044466915267,False,9
RCC10RGB_KIDNEY,ACH-000189,kidney,0,RANK_D20_R10,,,0.28325923168429007,0.8820053269417438,0.47637331618269785,0.35680800205567864,0.25,0.055925577701475396,0.0008711595075102108,0.002712594119779088,-0.0027987230282820463,,0.00017452498214520773,False,9
RH30_SOFT_TISSUE,ACH-000833,rhabdomyosarcoma,4,RANK_D20_R10,,,0.255413493905574,0.9659258516365429,0.3412038226967091,0.27469182747681115,0.15,0.1414441590209746,0.002319430375123166,0.00877164994747992,0.0015014480263316199,,0.0010140318584345165,False,9
SKMEL24_SKIN,ACH-000822,skin,3,RANK_D20_R10,,,0.386716752610417,0.8665487130553112,0.49079057454930786,0.37995504948444553,0.33,0.1982876527310665,0.00816448772363021,0.018294853486202634,-0.002010618747836368,,-0.0016061593222597703,False,9
SKUT1_SOFT_TISSUE,ACH-000939,soft_tissue,1,RANK_D20_R10,,,0.2777501082199902,0.916099855770987,0.41206187548053874,0.31390643490117975,0.22,0.071452839905276,0.0008282264558285846,0.0027317294009092663,-0.0023283987153454033,,-0.0005712277797771947,False,9
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504,central_nervous_system,4,RANK_D20_R10,,,0.3423292037145231,0.9527611411242803,0.325079033041942,0.2839256301297293,0.08,0.034806265729055305,-0.00033063889093892795,-0.0009202249869798562,0.0017784605276083276,,-0.00020516013654858778,False,9
SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618,upper_aerodigestive,2,RANK_D20_R10,,,0.3585157611680071,0.875673480854237,0.4786206950355362,0.3752579703065526,0.16,0.09816285429924387,0.0013094484115152571,0.0031983231219038233,-0.000941786685845214,,-0.00032828810468171765,False,9
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368,central_nervous_system,2,RANK_D20_R10,,,0.3387105957516843,0.9164704369147864,0.39241640414035456,0.32477943012405214,0.13,0.061890352158776994,0.0004887098014190738,0.0013223326664377755,-0.0021359053269943695,,-0.002196241212315264,False,9
SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715,upper_aerodigestive,1,RANK_D20_R10,,,0.5724849454784455,0.9277309754757667,0.369865196607142,0.30645230535151224,0.08,0.09234060931081621,0.002414213809603716,0.003912314114598914,-0.0009536113769018639,,-1.0573207456898714e-05,False,9
SNU245_BILIARY_TRACT,ACH-000268,bile_duct,4,RANK_D20_R10,,,0.3532161590128902,0.9057600179732331,0.4058286225033182,0.3340523098428747,0.11000000000000001,0.07474210489557585,0.0008853118697439433,0.002270224831423806,-0.001362785770384345,,-0.0004325594408751132,False,9
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,RANK_D20_R10,,,0.2923054993344531,0.9506411422291813,0.3345809432319034,0.23375418924734578,0.14,0.12203321747360141,0.0020551335373571455,0.006683741831183587,-0.00011644526834531099,,1.7350857815012777e-05,False,9
SW480_LARGE_INTESTINE,ACH-000842,colorectal,3,RANK_D20_R10,,,0.43971721395066043,0.9396118674436663,0.35904160238837723,0.25855653937251066,0.19,0.05968465844967898,0.0003896813518556308,0.0008326924921482348,0.0002483228498783574,,0.000231037794030442,False,9
SW48_LARGE_INTESTINE,ACH-000958,colorectal,2,RANK_D20_R10,,,0.42852776074551785,0.9534606261204176,0.2870835303960207,0.24986272172130056,0.08,0.028702560426291407,-0.0007460200424641572,-0.0016598708460539013,-0.000539295402771367,,-0.00025370044709316364,False,9
SW579_THYROID,ACH-000163,thyroid,2,RANK_D20_R10,,,0.39459549145798684,0.9260702121284486,0.37706791800046974,0.2963813916623194,0.13,0.04868420565628575,0.00041243215357394947,0.0009679308056399494,-0.001696632499619044,,-0.0011740277060373616,False,9
SW900_LUNG,ACH-000669,lung,3,RANK_D20_R10,,,0.37786984184305566,0.8603570618291844,0.5120073812461554,0.39567089814191453,0.16999999999999998,0.15184946558257387,0.003939009604898014,0.008968576887897206,0.0032648785092153076,,0.0031442914486660145,False,9
TE11_OESOPHAGUS,ACH-000488,esophagus,4,RANK_D20_R10,,,0.2953444774188396,0.9581406678737511,0.3753092837688588,0.27738098524621313,0.18,0.033941267544028444,-0.006516256020971611,-0.02113968729171789,-0.0013960979291115505,,-0.0003782958271314474,False,9
TE6_OESOPHAGUS,ACH-000605,esophagus,0,RANK_D20_R10,,,0.34821728518435907,0.9320461479772205,0.36338608568253633,0.28216701490828316,0.2,0.04441579446813531,-0.00014748067645464769,-0.0003947500662347947,0.0009885101567002064,,-0.00012441700416027102,False,9
