cell_line,depmap_id,lineage,outer_fold,model,b2_fallback,b3_neighbor_cell_line,rmse_delta,nrmse_delta,pcc_delta,spearman_delta,signed_top50_overlap,pcc_context,rmse_gain_vs_b1,nrmse_gain_vs_b1,rmse_gain_vs_b4,nrmse_gain_vs_b4,rmse_gain_vs_cclr,outer_test_response_used_for_fit,report_order
BEN_LUNG,ACH-000603,lung,0,B4_DIRECT_RIDGE_W5,False,,0.2756266126845272,1.0148308591159714,0.2769832177747335,0.2061468896990128,0.21,0.0676910565630592,-0.0049025656889223,-0.0180507785569169,0.0,,0.002578919065114371,False,1
CAL120_BREAST,ACH-000212,breast,1,B4_DIRECT_RIDGE_W5,False,,0.2198544011693985,0.88432896557761,0.4779342172019029,0.3719375727687278,0.29,0.1468446006512666,0.0025233638166965,0.0101498250748042,0.0,,0.0024797888684227887,False,1
CAL62_THYROID,ACH-000174,thyroid,3,B4_DIRECT_RIDGE_W5,False,,0.239813732681045,0.7796168893013248,0.6452218522371854,0.4986970115962506,0.27,0.1019561795768231,0.0015208333444768,0.0049441178697789,0.0,,0.0007524788353379941,False,1
CAOV3_OVARY,ACH-000713,ovary,2,B4_DIRECT_RIDGE_W5,False,,0.2949546627071419,0.9005591385431193,0.4426750687483055,0.3439661190076815,0.24,0.035847653457992,-0.0006789652737771,-0.0020730249742163,0.0,,0.0004913942840141239,False,1
CJM_SKIN,ACH-000458,skin,3,B4_DIRECT_RIDGE_W5,False,,0.4350244314462668,0.8968304308625021,0.4357331199383039,0.3479705125230303,0.12,0.1306992231225585,0.0033939915039173,0.0069969285464782,0.0,,0.00015764990653982514,False,1
COLO668_LUNG,ACH-000803,lung,1,B4_DIRECT_RIDGE_W5,False,,0.4204593105344341,0.9696772118564874,0.2412384451535286,0.2149383922056175,0.11,0.0844484171248439,0.0007373135232451,0.0017004169097257,0.0,,0.0017010127183599288,False,1
COLO680N_OESOPHAGUS,ACH-000717,esophagus,2,B4_DIRECT_RIDGE_W5,False,,0.2738947422560263,0.8815825217840362,0.4862151291265938,0.3640843935685627,0.25,0.0923451468004831,0.0005192665250358,0.001671358452698,0.0,,0.0008912282482380074,False,1
COV434_OVARY,ACH-000123,ovary,1,B4_DIRECT_RIDGE_W5,False,,0.3428568657257285,0.9684725915519576,0.2609113359713048,0.2210954789632822,0.0699999999999999,0.1507321390077209,0.0038121181227794,0.0107681434637619,0.0,,0.0011783963143717213,False,1
DMS273_LUNG,ACH-000749,lung,0,B4_DIRECT_RIDGE_W5,False,,0.2104159217881969,0.92662466148314,0.410977097309562,0.3182675273236163,0.31,0.2276741285778202,0.005506940757294,0.0242513355057408,0.0,,-0.001231899047939411,False,1
EFM192A_BREAST,ACH-000117,breast,4,B4_DIRECT_RIDGE_W5,False,,0.3768474741260813,0.9543967384907804,0.2977230316592703,0.2461321444267783,0.13,0.0653735920059011,-0.000768064437151,-0.0019451853709983,0.0,,-0.0007126662069208423,False,1
G401_SOFT_TISSUE,ACH-000096,rhabdoid,2,B4_DIRECT_RIDGE_W5,False,,0.2899243990730384,0.9093985729226788,0.4068264256593151,0.3613128262995767,0.12,0.1108873138214349,0.0015092290543451,0.0047339608277992,0.0,,0.0010394592541144165,False,1
GCIY_STOMACH,ACH-000047,gastric,1,B4_DIRECT_RIDGE_W5,False,,0.2090446630047457,0.8392950384636004,0.5441733109069062,0.4278578507011401,0.28,0.1338539937670658,0.0019726394726183,0.0079199655147783,0.0,,0.000766948838635706,False,1
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,B4_DIRECT_RIDGE_W5,False,,0.2630783059988048,0.9220251836086124,0.4139901020869991,0.3339491001416099,0.18,0.0741274208842622,-0.0009868697142725,-0.0034587372229167,0.0,,-0.001134946575932383,False,1
HCC1143_BREAST,ACH-000374,breast,2,B4_DIRECT_RIDGE_W5,False,,0.3010311205320891,0.9197859746814488,0.4207666277350678,0.3226529818834655,0.2299999999999999,0.0276592814993406,-0.0005504031534865,-0.0016817301151539,0.0,,0.00025187346584992776,False,1
HCC1195_LUNG,ACH-000868,lung,0,B4_DIRECT_RIDGE_W5,False,,0.3436236828532654,0.901292110917898,0.4404073092415786,0.3399189932842173,0.19,0.0406066630020706,-0.0001465589064778,-0.0003844100182397,0.0,,-0.0004731070865612863,False,1
HCC1419_BREAST,ACH-000277,breast,3,B4_DIRECT_RIDGE_W5,False,,0.4161468511001427,0.9469090021666784,0.3002274578457161,0.2386156816000867,0.05,0.0399617000484707,0.0002891405396508,0.0006579162600003,0.0,,-0.00025410809567383286,False,1
HEC1B_ENDOMETRIUM,ACH-000941,uterus,4,B4_DIRECT_RIDGE_W5,False,,0.2599647184912965,0.9019817233360056,0.4419322972659967,0.3427936975946844,0.2,0.1355119051333974,0.0025499375902964,0.0088473432681281,0.0,,0.0012616981993823218,False,1
HEP3B217_LIVER,ACH-000625,liver,3,B4_DIRECT_RIDGE_W5,False,,0.4965942467748857,0.9594556048912,0.2676106279632133,0.2069747748354791,0.09,0.0498277588555507,0.0006137611951496,0.0011858305298046,0.0,,-7.79227303249197e-06,False,1
HS766T_PANCREAS,ACH-000178,pancreas,2,B4_DIRECT_RIDGE_W5,False,,0.5685891724319463,0.9090642252655834,0.4275639185391438,0.3623590746873545,0.07,0.0983922702707413,0.0018749928259701,0.0029977512470535,0.0,,6.39784834877144e-05,False,1
HS852T_SKIN,ACH-000274,skin,4,B4_DIRECT_RIDGE_W5,False,,0.561321243762972,0.9385824242096892,0.3236096798439791,0.276056894000359,0.07,0.1045434317405041,0.0037383788483511,0.0062509244413726,0.0,,-0.0003682541881611101,False,1
HUCCT1_BILIARY_TRACT,ACH-000976,bile_duct,3,B4_DIRECT_RIDGE_W5,False,,0.3586719344024285,0.8311905825085247,0.5836143192004174,0.4320845060153808,0.25,0.2062009216792368,0.0050708478804136,0.0117512428469078,0.0,,5.398073104978529e-05,False,1
IGR1_SKIN,ACH-000882,skin,2,B4_DIRECT_RIDGE_W5,False,,0.2907365749200573,0.850439321484288,0.5228647473085988,0.4094147611902619,0.2,0.1981752073918896,0.0053833374568078,0.0157469071627723,0.0,,0.0003901618025067277,False,1
IGROV1_OVARY,ACH-000966,ovary,4,B4_DIRECT_RIDGE_W5,False,,0.2134336500884943,0.8672599702346034,0.5073622253578808,0.3942202364460174,0.2,0.1527563761294176,0.0026366870473839,0.0107138360295295,0.0,,0.001269781604768594,False,1
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,B4_DIRECT_RIDGE_W5,False,,0.3102029294771918,0.8914643114327864,0.4490990778787618,0.3728678520607824,0.15,0.0638135707984528,0.0004229146462212,0.0012153763812735,0.0,,0.0009335919807602067,False,1
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,B4_DIRECT_RIDGE_W5,False,,0.2170049801337361,0.8858117269559793,0.4735931310482393,0.3612689257763654,0.28,0.0878382435051363,0.0006664447990861,0.0027204196790115,0.0,,0.0029870632841336175,False,1
JHH5_LIVER,ACH-000734,liver,4,B4_DIRECT_RIDGE_W5,False,,0.3658729488094865,0.8816743117866391,0.4516266984159943,0.3569424338103939,0.18,0.0884837105290074,0.0003453158991142,0.0008321362885427,0.0,,0.004658360969464981,False,1
KNS42_CENTRAL_NERVOUS_SYSTEM,ACH-000622,central_nervous_system,3,B4_DIRECT_RIDGE_W5,False,,0.2881008569488426,0.9597041289218876,0.3273490536364562,0.2718221111356881,0.14,0.0934898624687581,0.0011722998824939,0.0039050943807635,0.0,,-0.00021238674731405283,False,1
KNS60_CENTRAL_NERVOUS_SYSTEM,ACH-000445,central_nervous_system,4,B4_DIRECT_RIDGE_W5,False,,0.2794372307595698,0.936767748281296,0.3871469768400617,0.2957140742723357,0.2299999999999999,0.1024826558909264,0.0015913011989208,0.0053345777758334,0.0,,-0.0008640674851457808,False,1
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,B4_DIRECT_RIDGE_W5,False,,0.3430973123922669,0.8924001342651269,0.4491391673808318,0.35832699278863,0.18,0.0994303848037762,0.0016124563438814,0.004194017865495,0.0,,-0.00039406868615299295,False,1
KYSE270_OESOPHAGUS,ACH-000873,esophagus,3,B4_DIRECT_RIDGE_W5,False,,0.2528909858287284,0.8777282696430178,0.4857227487839562,0.3799179588073956,0.25,0.0205503527120175,-0.0009603414972681,-0.0033331313803111,0.0,,-0.00046104474540997753,False,1
LI7_LIVER,ACH-000471,liver,1,B4_DIRECT_RIDGE_W5,False,,0.4273768467329996,0.9691680043429454,0.2613165831240249,0.2101338187409117,0.11,0.0295970105588522,-0.0015402634626571,-0.0034928753807723,0.0,,-0.0002375279130588659,False,1
LK2_LUNG,ACH-000769,lung,3,B4_DIRECT_RIDGE_W5,False,,0.3084774876703006,0.9662494582211468,0.2864701965647099,0.2345327799478022,0.16,0.08480348483608,0.0010643756835972,0.0033339626673789,0.0,,7.157451358891231e-05,False,1
LMSU_STOMACH,ACH-000255,gastric,3,B4_DIRECT_RIDGE_W5,False,,0.2394253824952437,0.8453531213781986,0.5279646715205194,0.4124459160317231,0.25,0.1788983156810693,0.0036215943844356,0.0127869739011869,0.0,,0.00029305069222870794,False,1
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,B4_DIRECT_RIDGE_W5,False,,0.3123941718297998,0.8646998944311921,0.4922396392456498,0.3752902545574302,0.22,0.1076091892447301,0.0015475705583625,0.0042836397702386,0.0,,-0.00011665874445310198,False,1
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate,4,B4_DIRECT_RIDGE_W5,False,,0.2655532989516462,0.986481926005753,0.288983369893043,0.2379223116447398,0.1699999999999999,0.1665907026240597,0.0035155558159064,0.0130596467298552,0.0,,0.0022547048481758036,False,1
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,B4_DIRECT_RIDGE_W5,False,,0.29008723438826,0.8353102962933588,0.548486771018878,0.4174494589285958,0.24,0.2023054703308824,0.0057699391919884,0.0166146215507151,0.0,,0.0018155213233216894,False,1
LUDLU1_LUNG,ACH-000390,lung,2,B4_DIRECT_RIDGE_W5,False,,0.3215508359445547,0.9320508134423432,0.3767591783536642,0.285601242115888,0.2,0.0791555424876389,-0.0002850093713526,-0.0008261313195705,0.0,,0.0002909370404917122,False,1
MALME3M_SKIN,ACH-000477,skin,0,B4_DIRECT_RIDGE_W5,False,,0.5999677536243455,0.92347960938937,0.3730149495176203,0.2880562185486245,0.11,0.157070602216287,0.007754383781756,0.0119356669797208,0.0,,-0.0010093300171445385,False,1
MDAMB435S_SKIN,ACH-000884,skin,1,B4_DIRECT_RIDGE_W5,False,,0.2716950840924688,0.8827752784113125,0.4885122088203226,0.3759219140597232,0.19,0.0788682198217397,-0.0015371348766088,-0.0049943659201148,0.0,,-0.00012129160348600676,False,1
MDAMB468_BREAST,ACH-000849,breast,0,B4_DIRECT_RIDGE_W5,False,,0.2610391799857184,0.9032180392703498,0.4565229523657869,0.3211116753308875,0.3,0.0643838541237301,0.0001937893928457,0.0006705279852898,0.0,,-0.0007369140335656277,False,1
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,B4_DIRECT_RIDGE_W5,False,,0.2615730619747075,0.7912045152026311,0.6369999411660446,0.481334446597536,0.26,0.0958746389956303,0.0011174862671902,0.0033801652723832,0.0,,0.0024365131857700395,False,1
MSTO211H_PLEURA,ACH-000335,mesothelioma,2,B4_DIRECT_RIDGE_W5,False,,0.236143989967976,0.8051153145876404,0.5855332299728822,0.4443504463236595,0.28,0.1113941626621692,0.0003389570543189,0.0011556487863895,0.0,,0.001333203989254489,False,1
NCIH1048_LUNG,ACH-000866,lung,4,B4_DIRECT_RIDGE_W5,False,,0.4087198826212765,0.9611712607930524,0.2722249473978137,0.2319776234780644,0.07,0.0595591682860088,0.0005043392801444,0.0011860358215386,0.0,,-0.001592571657749231,False,1
NCIH1299_LUNG,ACH-000510,lung,3,B4_DIRECT_RIDGE_W5,False,,0.1773284730541476,0.7987234455158913,0.6038016592114693,0.4609073273601575,0.39,0.1718939339449083,0.002996520585108,0.0134969370968752,0.0,,0.0002107312278011031,False,1
NCIH1355_LUNG,ACH-000666,lung,1,B4_DIRECT_RIDGE_W5,False,,0.3318525430697102,0.8786617636425906,0.4610908224375433,0.3629379881273328,0.15,0.0339694821756536,-0.0005539810157733,-0.0014668018868899,0.0,,0.0012348525344258454,False,1
NCIH1573_LUNG,ACH-000916,lung,4,B4_DIRECT_RIDGE_W5,False,,0.3721719976566965,0.9321632519291216,0.3542296609770404,0.2857169846604435,0.15,0.0750133579551531,0.0008583061533644,0.0021497626369219,0.0,,0.0003282298713456755,False,1
NCIH1581_LUNG,ACH-000015,lung,2,B4_DIRECT_RIDGE_W5,False,,0.2447791139877546,0.894494612772248,0.4434949005571194,0.3682880501259855,0.21,0.1545051503542431,0.0027837280959211,0.0101725582083314,0.0,,0.0005184079685706944,False,1
NCIH1650_LUNG,ACH-000035,lung,4,B4_DIRECT_RIDGE_W5,False,,0.3510685685458444,0.9348913445307472,0.3566440275869351,0.2919037410999652,0.1699999999999999,0.0517786349943776,-0.0003265601159921,-0.0008696256323219,0.0,,-0.0007106391720421157,False,1
NCIH1693_LUNG,ACH-000021,lung,3,B4_DIRECT_RIDGE_W5,False,,0.2433149349256,0.8375639138656541,0.5364401703209745,0.4324700863557864,0.33,0.0220886141910593,-0.0015389894575384,-0.0052976691868424,0.0,,0.00015210379859981193,False,1
NCIH1793_LUNG,ACH-000888,lung,2,B4_DIRECT_RIDGE_W5,False,,0.3195243877997462,0.9392319060392454,0.3566655357137991,0.2837112632745351,0.14,0.0732439916439312,0.000687812783757,0.0020218040830458,0.0,,0.00015418197652883325,False,1
NCIH1915_LUNG,ACH-000434,lung,2,B4_DIRECT_RIDGE_W5,False,,0.3414932060855285,0.8689930851999726,0.4981975631987763,0.4041871372991563,0.2,0.1126387553261364,0.0020896936993111,0.0053176149408737,0.0,,0.000562565612432675,False,1
NCIH2126_LUNG,ACH-000785,lung,1,B4_DIRECT_RIDGE_W5,False,,0.288483976542078,0.9648304234327736,0.3357982077593003,0.2541778177661937,0.25,0.0356075936508647,-0.0019449407789353,-0.0065048258755477,0.0,,-0.0022058996379332174,False,1
NCIH2347_LUNG,ACH-000875,lung,0,B4_DIRECT_RIDGE_W5,False,,0.4863313566908807,0.9149311621128172,0.4083226692407853,0.3156327994179856,0.1,0.0992660348207995,0.0020876350512258,0.0039274505688506,0.0,,-0.0014303470624471015,False,1
NCIH23_LUNG,ACH-000900,lung,0,B4_DIRECT_RIDGE_W5,False,,0.2739305423215004,0.8921338660064586,0.4538842412456091,0.3441468764120018,0.26,0.1392045355994267,0.0028617972863635,0.0093202687629253,0.0,,0.0005563234113792337,False,1
NCIH2444_LUNG,ACH-000186,lung,2,B4_DIRECT_RIDGE_W5,False,,0.3278998369086129,0.8505868945620362,0.5373048686527162,0.4082330486333305,0.27,0.1812581364252065,0.0051937257228987,0.0134727576429953,0.0,,-0.00022245607501603093,False,1
NCIH322_LUNG,ACH-000837,lung,4,B4_DIRECT_RIDGE_W5,False,,0.3187670777618299,0.9105371875508984,0.4088723509062558,0.330006265823537,0.19,0.0819467937346984,0.0006576724719646,0.0018785981512174,0.0,,0.0003304181493554159,False,1
NCIH522_LUNG,ACH-000343,lung,1,B4_DIRECT_RIDGE_W5,False,,0.3242609460966277,0.9619674197573136,0.2866645078281944,0.2475497654482645,0.12,0.1858792396295657,0.0053078723800307,0.0157465780547551,0.0,,0.0009200500113710763,False,1
NCIH838_LUNG,ACH-000416,lung,4,B4_DIRECT_RIDGE_W5,False,,0.2141965555560196,0.9164028966852734,0.4620261043001352,0.357814256883592,0.26,0.0757904570370918,-0.0001515723557742,-0.0006484760949041,0.0,,-0.0036516103525180144,False,1
NCIH841_LUNG,ACH-000292,lung,1,B4_DIRECT_RIDGE_W5,False,,0.2364489177306364,0.8937139202798258,0.452027409750203,0.3671782529172592,0.28,0.2035615489489375,0.0050845903788762,0.0192183971241489,0.0,,0.0009616493802205028,False,1
NUGC3_STOMACH,ACH-000911,gastric,4,B4_DIRECT_RIDGE_W5,False,,0.3122267217122417,0.8726344647473527,0.4859146172312099,0.3879725580188896,0.18,0.1067351285833585,0.0018725573174048,0.0052335624683922,0.0,,0.0003851673618446849,False,1
OAW42_OVARY,ACH-000704,ovary,3,B4_DIRECT_RIDGE_W5,False,,0.1765391867984831,0.8091756221233277,0.5832540004275966,0.4377664363651627,0.37,0.1520731699706401,0.0020774211152506,0.0095219568744471,0.0,,0.0010370883305484135,False,1
OSRC2_KIDNEY,ACH-000159,kidney,4,B4_DIRECT_RIDGE_W5,False,,0.3071932563902113,0.9150110820010232,0.4063191904206008,0.3364869446151345,0.13,0.0721750861741997,-0.0002299365583841,-0.000684892961359,0.0,,8.912660819310192e-05,False,1
PANC0403_PANCREAS,ACH-000235,pancreas,1,B4_DIRECT_RIDGE_W5,False,,0.37567968128542,0.8636518110768012,0.4996762449617434,0.3823110671312643,0.21,0.2009957980637364,0.0067510897171216,0.0155201123493934,0.0,,-0.0010335688573879231,False,1
PATU8988S_PANCREAS,ACH-000022,pancreas,3,B4_DIRECT_RIDGE_W5,False,,0.3313489738987252,0.8921281153564838,0.4685684887542694,0.3472444311344962,0.26,0.1545847312582351,0.0032989330040328,0.0088820884185826,0.0,,0.0008966189284126957,False,1
PC3_PROSTATE,ACH-000090,prostate,2,B4_DIRECT_RIDGE_W5,False,,0.2716982604189979,1.0525616263042905,0.2103197182357697,0.1757085001907652,0.1,-0.0623885652166841,-0.0017910048531111,-0.0069383697120561,0.0,,-0.0003179467455082241,False,1
QGP1_PANCREAS,ACH-000347,pancreas,4,B4_DIRECT_RIDGE_W5,False,,0.4961372051070837,0.9368792768766016,0.3196036741647197,0.2729180849141888,0.1,0.020763177220981,-0.0030530421860854,-0.0057652035084854,0.0,,-0.0013889630800559272,False,1
RCC10RGB_KIDNEY,ACH-000189,kidney,0,B4_DIRECT_RIDGE_W5,False,,0.280460508656008,0.873290734993932,0.4918410105943835,0.3652801559598985,0.29,0.1446290209427117,0.0036698825420316,0.011427186087019,0.0,,0.002973248010427254,False,1
RH30_SOFT_TISSUE,ACH-000833,rhabdomyosarcoma,4,B4_DIRECT_RIDGE_W5,False,,0.2569149419319056,0.9716040460081315,0.3384171311387132,0.2747753576378208,0.13,0.0837607259576581,0.0008179823279546,0.00309345549709,0.0,,-0.0004874161678971034,False,1
SKMEL24_SKIN,ACH-000822,skin,3,B4_DIRECT_RIDGE_W5,False,,0.3847061338625806,0.862043350728436,0.5022408137133272,0.3867037720321216,0.31,0.2285096880546226,0.0101751064718512,0.0228002158139397,0.0,,0.00040445942557659764,False,1
SKUT1_SOFT_TISSUE,ACH-000939,soft_tissue,1,B4_DIRECT_RIDGE_W5,False,,0.2754217095046448,0.9084201261716892,0.4247033665452153,0.3257296682812264,0.24,0.1484476713000484,0.0031566251623698,0.0104114589711685,0.0,,0.0017571709355682086,False,1
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504,central_nervous_system,4,B4_DIRECT_RIDGE_W5,False,,0.3441076642421314,0.957710903117539,0.3237228868655518,0.2813119491291613,0.08,0.0345479342138233,-0.0021090994540688,-0.0058699870791012,0.0,,-0.0019836206641569154,False,1
SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618,upper_aerodigestive,2,B4_DIRECT_RIDGE_W5,False,,0.3575739744821619,0.8733731701991923,0.4843719936177587,0.3755532673731048,0.1699999999999999,0.1164914588573064,0.0022512350484285,0.0054986336574326,0.0,,0.0006134985811634963,False,1
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368,central_nervous_system,2,B4_DIRECT_RIDGE_W5,False,,0.3365746904246899,0.9106911843233668,0.4062347921499319,0.3338408156057926,0.13,0.1260270948030131,0.0026246151111008,0.0071015852110135,0.0,,-6.033588532089462e-05,False,1
SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715,upper_aerodigestive,1,B4_DIRECT_RIDGE_W5,False,,0.5715313341015437,0.9261856163883262,0.3718853447647019,0.3033155250173418,0.06,0.1098966202300877,0.0033678251740398,0.0054576731818383,0.0,,0.0009430381694449652,False,1
SNU245_BILIARY_TRACT,ACH-000268,bile_duct,4,B4_DIRECT_RIDGE_W5,False,,0.3518533732425059,0.9022653962454884,0.4141411806961205,0.3381393680830816,0.12,0.1145591244466258,0.0022480976310316,0.0057648465358419,0.0,,0.0009302263295092317,False,1
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,B4_DIRECT_RIDGE_W5,False,,0.2921890540661078,0.9502624368570312,0.3356264029229305,0.230766025967197,0.15,0.1242264866524271,0.0021715787743712,0.0070624471014378,0.0,,0.00013379612616032377,False,1
SW480_LARGE_INTESTINE,ACH-000842,colorectal,3,B4_DIRECT_RIDGE_W5,False,,0.4399655368005388,0.9401424973332876,0.3574325600757321,0.2569222227357393,0.17,0.0431031760252197,0.0001413584681613,0.0003020625302674,0.0,,-1.7285055847915398e-05,False,1
SW48_LARGE_INTESTINE,ACH-000958,colorectal,2,B4_DIRECT_RIDGE_W5,False,,0.4279884653427465,0.9522607110169116,0.2921091485954925,0.2608210999880514,0.09,0.0549656158826768,-0.000206724642708,-0.0004599557492566,0.0,,0.00028559495567820337,False,1
SW579_THYROID,ACH-000163,thyroid,2,B4_DIRECT_RIDGE_W5,False,,0.3928988589583678,0.9220884108842916,0.3866313748074684,0.3045594861775342,0.14,0.101934198345531,0.0021090646324806,0.0049497320011875,0.0,,0.0005226047935816824,False,1
SW900_LUNG,ACH-000669,lung,3,B4_DIRECT_RIDGE_W5,False,,0.381134720352271,0.8677907359951805,0.504194711911877,0.3909306373323605,0.18,0.0590325604186954,0.0006741311062792,0.0015349027460279,0.0,,-0.00012058706054929313,False,1
TE11_OESOPHAGUS,ACH-000488,esophagus,4,B4_DIRECT_RIDGE_W5,False,,0.2939483794897281,0.9536115220644014,0.3831172158815524,0.2816860864522239,0.18,0.0672161621588599,-0.0051201581393308,-0.0166105416363704,0.0,,0.0010178021019801031,False,1
TE6_OESOPHAGUS,ACH-000605,esophagus,0,B4_DIRECT_RIDGE_W5,False,,0.3492057953410593,0.934692016298493,0.3624315007366079,0.2747960045648183,0.21,0.0541978113605745,-0.0011359908908211,-0.0030406185418582,0.0,,-0.0011129271608604774,False,1
TEN_ENDOMETRIUM,ACH-000397,uterus,1,B4_DIRECT_RIDGE_W5,False,,0.3030199241699239,0.935657992081579,0.3626189747029695,0.2896635282397365,0.17,0.0903028622078979,0.0012136874859092,0.0037475964631408,0.0,,0.00015005394090389368,False,1
TUHR4TKB_KIDNEY,ACH-000495,kidney,1,B4_DIRECT_RIDGE_W5,False,,0.3260798575495781,0.9288109497164324,0.377946811375426,0.2977196775026153,0.14,0.1209728703290595,0.0024733594208891,0.0070451555332786,0.0,,0.0008278422284823117,False,1
UACC257_SKIN,ACH-000579,skin,0,B4_DIRECT_RIDGE_W5,False,,0.3737192638156761,0.8427309779881951,0.5444300314742055,0.4252827203488833,0.12,0.2294646757399545,0.0101447670719685,0.0228762879085601,0.0,,0.001101738474471592,False,1
22RV1_PROSTATE,ACH-000956,prostate,1,CCLR_NESTED_W6,,,0.41314578915467,0.9626408664335572,0.2650001355175312,0.2370261904817318,0.05,0.0832549896445025,0.0014331514937107,0.0033392817544116,0.0001351049744611199,0.0003147982457737,0.0,False,2
42MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000323,central_nervous_system,2,CCLR_NESTED_W6,,,0.2121002485365168,0.8860611238708992,0.4963708660464797,0.3752651451321198,0.32,0.1296229223835668,0.0018860738107593,0.0078791830372473,-4.3865455459507485e-05,-0.000183250491368,0.0,False,2
769P_KIDNEY,ACH-000411,kidney,3,CCLR_NESTED_W6,,,0.2608279330882102,0.8913700622393901,0.459025408334676,0.3298351622260178,0.36,0.0612987816945692,0.000178614526762,0.0006104087087288,-0.0008944758338852998,-0.0030568389293348,0.0,False,2
786O_KIDNEY,ACH-000649,kidney,2,CCLR_NESTED_W6,,,0.188395856343148,0.8846544246952028,0.5262150683653377,0.3876988081304356,0.35,0.2047581083900742,0.0048296247159227,0.0226785713735458,-0.0005274720930955046,-0.0024768619125582,0.0,False,2
8505C_THYROID,ACH-001307,thyroid,0,CCLR_NESTED_W6,,,0.2856422796761649,0.8498824242653744,0.5213573088179421,0.4198903480646694,0.27,0.1137788762003739,0.0018215997923023,0.0054198756895457,-0.000747574544837315,-0.0022242872000802,0.0,False,2
A2780_OVARY,ACH-000657,ovary,0,CCLR_NESTED_W6,,,0.274158662581186,0.8627175847578349,0.5044956062689064,0.4019884411796126,0.16,0.0262240740879463,-0.0009421274855684,-0.002964669951448,-0.0016612136622314866,-0.0052274774940684,0.0,False,2
A375_SKIN,ACH-000219,skin,1,CCLR_NESTED_W6,,,0.3841101561024216,0.8101549026112285,0.6394860591833114,0.4917413238279886,0.21,0.2332553771071736,0.0080190946239624,0.0169136606280575,-0.0009811323139232164,-0.0020693781239755,0.0,False,2
ACCMESO1_PLEURA,ACH-000086,mesothelioma,3,CCLR_NESTED_W6,,,0.1898493504579024,0.8696533236601613,0.5230495993803613,0.38503713256202,0.4,0.1399218293719167,0.0023669231667253,0.0108422946606148,1.6682416764890462e-05,7.64180606950271e-05,0.0,False,2
AGS_STOMACH,ACH-000880,gastric,0,CCLR_NESTED_W6,,,0.2835551719163567,0.8782361924952048,0.4735602089630091,0.3664044610250815,0.21,0.0829200257163951,0.0003741920326956,0.0011589595909525,-0.0003035016274759994,-0.0009400149957737,0.0,False,2
BEN_LUNG,ACH-000603,lung,0,CCLR_NESTED_W6,,,0.2782055317496416,1.0243261927666305,0.2700364215701298,0.1999469163393505,0.21,0.0420909052902757,-0.0074814847540367,-0.027546112207576,-0.002578919065114371,-0.0094953336506591,0.0,False,2
CAL120_BREAST,ACH-000212,breast,1,CCLR_NESTED_W6,,,0.2223341900378213,0.8943035174319234,0.4715981870297585,0.3696124006719887,0.26,0.0718450053126111,4.357494827375574e-05,0.0001752732204908,-0.0024797888684227887,-0.0099745518543133,0.0,False,2
CAL62_THYROID,ACH-000174,thyroid,3,CCLR_NESTED_W6,,,0.240566211516383,0.7820631429095429,0.6415208917751957,0.4972217834150729,0.27,0.0641065790764862,0.0007683545091388,0.0024978642615608,-0.0007524788353379941,-0.0024462536082181,0.0,False,2
CAOV3_OVARY,ACH-000713,ovary,2,CCLR_NESTED_W6,,,0.295446056991156,0.90205946950597,0.4393398178302259,0.3426008954466264,0.24,0.0029907810509345,-0.0011703595577912,-0.003573355937067,-0.0004913942840141239,-0.0015003309628507,0.0,False,2
CJM_SKIN,ACH-000458,skin,3,CCLR_NESTED_W6,,,0.4351820813528066,0.8971554361343612,0.4353631914488881,0.3481366521169405,0.12,0.1286016167673009,0.0032363415973775,0.0066719232746191,-0.00015764990653982514,-0.000325005271859,0.0,False,2
COLO668_LUNG,ACH-000803,lung,1,CCLR_NESTED_W6,,,0.422160323252794,0.9736001438233765,0.2375850817166006,0.2147296245353749,0.09,0.0622451434432074,-0.0009636991951147,-0.0022225150571633,-0.0017010127183599288,-0.003922931966889,0.0,False,2
