row_index,outer_fold,b1_rmse,b4_rmse,rmse_gain_vs_b1,b4_pcc,b4_spearman,repeat,cell_line
64,4,0.4917072183495666,0.4941469184303029,-0.0024397000807362956,0.3122608702291207,0.25687702966141424,1,NCIH322_LUNG
65,1,0.5814848375531185,0.5841362376321194,-0.0026514000790008874,0.23677222519250196,0.21421972513758758,1,NCIH522_LUNG
66,4,0.5224195819444074,0.5230019566020295,-0.00058237465762212,0.22780048427243077,0.17820904315012803,1,NCIH838_LUNG
67,1,0.5753650131537402,0.5777407977811286,-0.002375784627388411,0.2274783805431918,0.1929559514638356,1,NCIH841_LUNG
68,4,0.5914774659243656,0.5918654190309045,-0.0003879531065389408,0.3034651179116661,0.25323569285647773,1,NUGC3_STOMACH
69,3,0.4693724908549908,0.47281447662153187,-0.003441985766541089,0.2944880504844599,0.25958716726728176,1,OAW42_OVARY
70,4,0.518356454920617,0.5230532455704223,-0.004696790649805327,0.2658520208285074,0.24053407693902668,1,OSRC2_KIDNEY
71,1,0.5664191533924032,0.5588380277331183,0.007581125659284926,0.43064240790201924,0.3336788216395075,1,PANC0403_PANCREAS
72,3,0.5396676191331832,0.5407466823178403,-0.0010790631846571141,0.3060319586348212,0.24593244026820882,1,PATU8988S_PANCREAS
73,2,0.5187510318334522,0.524087988050886,-0.005336956217433797,0.15699262872899256,0.12755640211202016,1,PC3_PROSTATE
74,4,0.5612647372152125,0.5691578089930934,-0.0078930717778809,0.2953913575425254,0.26063710487219205,1,QGP1_PANCREAS
75,0,0.5166153408174256,0.5202975117709733,-0.0036821709535477254,0.29213051517676863,0.2497829340754371,1,RCC10RGB_KIDNEY
76,4,0.4956677745240088,0.4953989399365567,0.00026883458745208255,0.21043831442078947,0.16564655001744333,1,RH30_SOFT_TISSUE
77,3,0.7201116093784263,0.7130882084814213,0.007023400897005039,0.3570967943104333,0.26932658760776834,1,SKMEL24_SKIN
78,1,0.575471927601526,0.5769837337707094,-0.0015118061691834495,0.2100004518219726,0.1635567966571235,1,SKUT1_SOFT_TISSUE
79,4,0.625133321603046,0.6284904669235002,-0.003357145320454169,0.22857480278553347,0.20052787635775185,1,SNB75_CENTRAL_NERVOUS_SYSTEM
80,2,0.5975751900449929,0.5967853929413419,0.0007897971036510132,0.35436674802619644,0.2875770764921655,1,SNU1041_UPPER_AERODIGESTIVE_TRACT
81,2,0.5322452540361571,0.5341116970638282,-0.0018664430276711386,0.2821261231886606,0.22332976040309777,1,SNU1105_CENTRAL_NERVOUS_SYSTEM
82,1,0.6887791963290532,0.6872187638055014,0.001560432523551758,0.3239444405726916,0.2588576798448038,1,SNU1214_UPPER_AERODIGESTIVE_TRACT
83,4,0.5585891795242687,0.5608240264426442,-0.0022348469183754993,0.2824299818968688,0.2322393597074102,1,SNU245_BILIARY_TRACT
84,0,0.46198527932595607,0.46271754621687644,-0.0007322668909203744,0.27699393696298374,0.23425539446386792,1,SNU685_ENDOMETRIUM
