outer_fold,component,direction,gene_id,gene_symbol,loading
0,5,negative,ENSG00000132881,RSG1,-0.034180618822574615
0,5,negative,ENSG00000170899,GSTA4,-0.0341743603348732
0,5,negative,ENSG00000022976,ZNF839,-0.034126464277505875
0,5,negative,ENSG00000229124,VIM-AS1,-0.03401754051446915
0,5,negative,ENSG00000268218,AC137932.1,-0.033964961767196655
0,5,negative,ENSG00000041880,PARP3,-0.03395304083824158
0,5,negative,ENSG00000064205,WISP2,-0.03388655185699463
0,5,negative,ENSG00000204314,PRRT1,-0.03379492089152336
0,5,negative,ENSG00000164867,NOS3,-0.03370749577879906
0,5,negative,ENSG00000231609,AC009501.4,-0.033695317804813385
0,5,negative,ENSG00000158169,FANCC,-0.03365247696638107
0,5,negative,ENSG00000183615,FAM167B,-0.03360545635223389
0,5,negative,ENSG00000066468,FGFR2,-0.03343602642416954
0,5,positive,ENSG00000114270,COL7A1,0.031875595450401306
0,5,positive,ENSG00000185338,SOCS1,0.03194902837276459
0,5,positive,ENSG00000081803,CADPS2,0.031959839165210724
0,5,positive,ENSG00000242147,RP13-463N16.6,0.03196422755718231
0,5,positive,ENSG00000146856,AGBL3,0.03199288621544838
0,5,positive,ENSG00000196843,ARID5A,0.03240775316953659
0,5,positive,ENSG00000234222,RP11-315I20.1,0.03261737897992134
0,5,positive,ENSG00000072840,EVC,0.03276471048593521
0,5,positive,ENSG00000153975,ZUFSP,0.032783955335617065
0,5,positive,ENSG00000187240,DYNC2H1,0.033102840185165405
0,5,positive,ENSG00000132600,PRMT7,0.03328433632850647
0,5,positive,ENSG00000107104,KANK1,0.03370088338851929
0,5,positive,ENSG00000138834,MAPK8IP3,0.03383861109614372
0,5,positive,ENSG00000259248,USP3-AS1,0.03392712399363518
0,5,positive,ENSG00000132906,CASP9,0.033944662660360336
0,5,positive,ENSG00000106327,TFR2,0.03417962044477463
0,5,positive,ENSG00000271780,RP11-1017G21.5,0.03418654203414917
0,5,positive,ENSG00000167772,ANGPTL4,0.03423642739653587
0,5,positive,ENSG00000163661,PTX3,0.03426746279001236
0,5,positive,ENSG00000135048,TMEM2,0.03458382189273834
0,5,positive,ENSG00000187957,DNER,0.035132914781570435
0,5,positive,ENSG00000167653,PSCA,0.035191480070352554
0,5,positive,ENSG00000173638,SLC19A1,0.03541410714387894
0,5,positive,ENSG00000186638,KIF24,0.03596613183617592
0,5,positive,ENSG00000182324,KCNJ14,0.03602505475282669
0,5,positive,ENSG00000111860,CEP85L,0.0360277034342289
0,5,positive,ENSG00000141469,SLC14A1,0.036220941692590714
0,5,positive,ENSG00000203326,ZNF525,0.0369584821164608
0,5,positive,ENSG00000236756,DNAJC9-AS1,0.03714651241898537
0,5,positive,ENSG00000122641,INHBA,0.03742585703730583
0,5,positive,ENSG00000272711,RP11-259N19.1,0.03784307837486267
0,5,positive,ENSG00000178607,ERN1,0.03784823417663574
0,5,positive,ENSG00000121690,DEPDC7,0.0383540540933609
0,5,positive,ENSG00000099308,MAST3,0.038846250623464584
0,5,positive,ENSG00000144182,LIPT1,0.03890275955200195
0,5,positive,ENSG00000151611,MMAA,0.039142049849033356
0,5,positive,ENSG00000070476,ZXDC,0.03924792259931564
0,5,positive,ENSG00000236144,AD000090.2,0.03937622532248497
0,5,positive,ENSG00000166896,XRCC6BP1,0.03981303051114082
0,5,positive,ENSG00000154240,CEP112,0.040328674018383026
0,5,positive,ENSG00000146700,SRCRB4D,0.04063737764954567
0,5,positive,ENSG00000085117,CD82,0.04085215926170349
0,5,positive,ENSG00000170801,HTRA3,0.04407455027103424
0,5,positive,ENSG00000138294,MSMB,0.04481610655784607
0,5,positive,ENSG00000254827,SLC22A18AS,0.045479077845811844
0,5,positive,ENSG00000027869,SH2D2A,0.04591168463230133
0,5,positive,ENSG00000130119,GNL3L,0.04804043844342232
0,5,positive,ENSG00000145040,UCN2,0.04883356764912605
0,5,positive,ENSG00000152256,PDK1,0.052804116159677505
0,5,positive,ENSG00000240476,LINC00973,0.05516672506928444
